i,j
7116,29913
10224,29913
10958,29913
11163,29913
12536,29913
16301,29913
18978,29913
19567,29913
25013,29913
25602,29913
28057,29913
29351,29913
30353,29913
31459,29913
31896,29913
4748,29914
6367,29914
10780,29914
11246,29914
13845,29914
21463,29914
23521,29914
23992,29914
24194,29914
29625,29914
31810,29914
32063,29914
1708,29915
7255,29915
8389,29915
32120,29915
87,29916
5139,29916
8834,29916
11792,29916
13170,29916
14148,29916
18981,29916
21297,29916
29180,29916
393,29917
18489,29917
25177,29917
27624,29917
456,29918
2850,29918
3774,29918
3918,29918
6974,29918
7669,29918
7819,29918
8298,29918
9309,29918
10487,29918
10766,29918
13262,29918
22531,29918
23527,29918
23675,29918
24449,29918
26436,29918
26589,29918
26806,29918
27250,29918
27261,29918
28167,29918
28384,29918
652,29919
14605,29919
17533,29919
18400,29919
25258,29919
1432,29920
1660,29920
2893,29920
5173,29920
5458,29920
12739,29920
15095,29920
22066,29920
23796,29920
27910,29920
28519,29920
478,29921
660,29921
983,29921
1285,29921
1549,29921
2409,29921
3699,29921
4130,29921
5016,29921
6686,29921
7704,29921
7903,29921
10730,29921
16011,29921
17155,29921
19485,29921
23337,29921
24404,29921
25459,29921
4292,29922
1728,29923
12722,29923
13058,29923
262,29924
532,29924
913,29924
1644,29924
2008,29924
2899,29924
3582,29924
3767,29924
4508,29924
4573,29924
4990,29924
5232,29924
8076,29924
8496,29924
9241,29924
9597,29924
9775,29924
9829,29924
9915,29924
10780,29924
11344,29924
11841,29924
12588,29924
12775,29924
12809,29924
13336,29924
13633,29924
14068,29924
14166,29924
14316,29924
14615,29924
16139,29924
16992,29924
17073,29924
17141,29924
17163,29924
17365,29924
17791,29924
17811,29924
18404,29924
18942,29924
21271,29924
21412,29924
21653,29924
22172,29924
22385,29924
24026,29924
24571,29924
25157,29924
25432,29924
25542,29924
26493,29924
26903,29924
27930,29924
28150,29924
28635,29924
29130,29924
29746,29924
30093,29924
31724,29924
182,29925
990,29925
1375,29925
1806,29925
1922,29925
2074,29925
2356,29925
2548,29925
2642,29925
3226,29925
3680,29925
3982,29925
4126,29925
4325,29925
4414,29925
4965,29925
5729,29925
6471,29925
8478,29925
8820,29925
10473,29925
11015,29925
11141,29925
11267,29925
11364,29925
11684,29925
12010,29925
12454,29925
12552,29925
12802,29925
13036,29925
13893,29925
14560,29925
15091,29925
15738,29925
16436,29925
16788,29925
17049,29925
17851,29925
18047,29925
18265,29925
18393,29925
18483,29925
19778,29925
20739,29925
21109,29925
21158,29925
21194,29925
21516,29925
21526,29925
21846,29925
22642,29925
23226,29925
24179,29925
24213,29925
24430,29925
25544,29925
25701,29925
26191,29925
26454,29925
26946,29925
27124,29925
28650,29925
29115,29925
29712,29925
30383,29925
30548,29925
445,29926
925,29926
3058,29926
3565,29926
3615,29926
3661,29926
4288,29926
4656,29926
5429,29926
5547,29926
5663,29926
6019,29926
6736,29926
6834,29926
7299,29926
8191,29926
8661,29926
11364,29926
12090,29926
12104,29926
12111,29926
12203,29926
12549,29926
12749,29926
13163,29926
13512,29926
13812,29926
14269,29926
14602,29926
14937,29926
16290,29926
16910,29926
17096,29926
17134,29926
17145,29926
17825,29926
17903,29926
17967,29926
19018,29926
21282,29926
22658,29926
22824,29926
22935,29926
23616,29926
24213,29926
25742,29926
26009,29926
26126,29926
26454,29926
26771,29926
28622,29926
29762,29926
30806,29926
470,29927
845,29927
1023,29927
1146,29927
2975,29927
4410,29927
4456,29927
5101,29927
5532,29927
6157,29927
6485,29927
7310,29927
8296,29927
9091,29927
9166,29927
9595,29927
9786,29927
9844,29927
11424,29927
11885,29927
14530,29927
14801,29927
14860,29927
15481,29927
16406,29927
16953,29927
17111,29927
19822,29927
20527,29927
20901,29927
21091,29927
22283,29927
24075,29927
24663,29927
25039,29927
25145,29927
26662,29927
27184,29927
27538,29927
27688,29927
27723,29927
28178,29927
28509,29927
8183,29928
10868,29928
11141,29928
18504,29928
30481,29928
3087,29929
5111,29929
6435,29929
13012,29929
14716,29929
22067,29929
22879,29929
704,29930
1017,29930
1158,29930
4635,29930
8104,29930
8638,29930
8659,29930
9300,29930
11482,29930
12841,29930
14341,29930
15009,29930
15793,29930
15903,29930
18282,29930
19321,29930
25490,29930
26569,29930
28814,29930
28859,29930
470,29931
1107,29931
4456,29931
5583,29931
6485,29931
7310,29931
9091,29931
9332,29931
9805,29931
11258,29931
12678,29931
14468,29931
15481,29931
15754,29931
16202,29931
16588,29931
19052,29931
21463,29931
21502,29931
22016,29931
22545,29931
24929,29931
25145,29931
25448,29931
28150,29931
29302,29931
29625,29931
29711,29931
30074,29931
30709,29931
30777,29931
31366,29931
31677,29931
1695,29932
3125,29932
11236,29932
14775,29932
30220,29932
32070,29932
5959,29933
6019,29933
16659,29933
17825,29933
18047,29933
19762,29933
23443,29933
26294,29933
31195,29933
31453,29933
31625,29933
10066,29934
23884,29934
24660,29934
27258,29934
6304,29935
10372,29935
10378,29935
10534,29935
15586,29935
16914,29935
17471,29935
19998,29935
21226,29935
1135,29936
1718,29936
3800,29936
4374,29936
4383,29936
5284,29936
5800,29936
8582,29936
9803,29936
10946,29936
11318,29936
11905,29936
12861,29936
13076,29936
14959,29936
15218,29936
15291,29936
16605,29936
17442,29936
19324,29936
20116,29936
20637,29936
20923,29936
21186,29936
21922,29936
23836,29936
25309,29936
25415,29936
26197,29936
26256,29936
26409,29936
26496,29936
26736,29936
27373,29936
28740,29936
28748,29936
29615,29936
2384,29937
12189,29937
3227,29938
8322,29938
8421,29938
19224,29938
19911,29938
21217,29938
21562,29938
24927,29938
29265,29938
744,29939
5399,29939
8941,29939
15224,29939
16756,29939
20052,29939
25691,29939
27086,29939
9365,29940
10361,29940
23672,29940
26146,29940
26790,29940
148,29941
264,29941
765,29941
895,29941
2260,29941
2273,29941
2545,29941
2673,29941
3212,29941
4315,29941
4350,29941
6248,29941
6588,29941
7428,29941
8959,29941
9016,29941
9746,29941
10748,29941
10759,29941
11328,29941
12841,29941
12851,29941
12857,29941
15088,29941
15448,29941
16527,29941
16619,29941
16903,29941
17711,29941
17878,29941
18398,29941
18844,29941
19854,29941
19967,29941
20815,29941
21146,29941
21777,29941
21917,29941
22022,29941
22395,29941
22433,29941
23291,29941
24705,29941
24966,29941
25383,29941
25874,29941
26583,29941
26779,29941
27563,29941
27600,29941
28331,29941
28670,29941
30588,29941
1587,29942
10534,29942
24638,29942
26265,29942
1169,29943
1685,29943
2544,29943
3761,29943
4628,29943
5296,29943
12482,29943
15557,29943
23924,29943
25582,29943
26077,29943
30491,29944
2707,29945
3644,29945
4691,29945
7636,29945
8324,29945
9823,29945
11931,29945
13335,29945
15709,29945
18487,29945
23041,29945
1084,29946
1567,29946
1685,29946
1690,29946
3506,29946
3754,29946
4030,29946
4150,29946
4500,29946
4593,29946
4669,29946
5001,29946
5177,29946
6008,29946
6891,29946
7477,29946
7569,29946
7636,29946
8033,29946
8810,29946
10403,29946
11191,29946
11699,29946
11864,29946
14072,29946
14646,29946
14774,29946
15221,29946
16036,29946
16133,29946
16243,29946
16543,29946
16924,29946
17248,29946
18209,29946
18560,29946
18811,29946
18832,29946
19526,29946
19616,29946
20390,29946
20820,29946
21212,29946
22250,29946
22590,29946
23131,29946
24130,29946
24192,29946
27104,29946
27171,29946
27570,29946
27944,29946
28786,29946
2436,29947
22373,29947
86,29948
704,29948
2260,29948
2326,29948
2616,29948
3099,29948
3125,29948
3963,29948
4350,29948
5343,29948
5439,29948
5636,29948
6388,29948
6805,29948
7027,29948
7141,29948
8104,29948
8638,29948
9245,29948
9628,29948
9640,29948
11592,29948
14061,29948
14077,29948
15229,29948
15745,29948
16511,29948
17214,29948
17836,29948
18282,29948
18459,29948
19053,29948
19147,29948
19148,29948
19564,29948
19686,29948
20549,29948
20698,29948
20968,29948
21249,29948
21696,29948
21758,29948
23630,29948
24305,29948
24638,29948
25561,29948
26483,29948
27098,29948
28559,29948
28814,29948
29397,29948
29775,29948
30028,29948
7636,29949
8343,29949
13335,29949
17038,29949
1145,29950
8255,29951
17851,29951
26785,29951
1082,29952
2060,29952
2536,29952
3974,29952
4069,29952
4126,29952
4851,29952
6289,29952
6859,29952
8184,29952
8262,29952
9200,29952
10054,29952
10130,29952
11267,29952
11771,29952
12100,29952
12454,29952
12679,29952
12789,29952
13036,29952
13326,29952
15277,29952
16310,29952
16622,29952
16788,29952
17964,29952
18930,29952
21348,29952
22586,29952
22674,29952
22890,29952
23255,29952
26964,29952
27112,29952
27564,29952
27717,29952
27761,29952
28129,29952
28447,29952
28567,29952
28766,29952
29131,29952
31805,29952
32056,29952
680,29953
2978,29953
3580,29953
4170,29953
5284,29953
5286,29953
6142,29953
6841,29953
7280,29953
7892,29953
8488,29953
10737,29953
12857,29953
14209,29953
14930,29953
15555,29953
17426,29953
18576,29953
19585,29953
20923,29953
21533,29953
25318,29953
25805,29953
29882,29953
31185,29953
31548,29953
389,29954
1871,29954
3170,29954
3583,29954
3974,29954
6500,29954
8235,29954
8394,29954
8915,29954
9355,29954
11593,29954
12789,29954
13064,29954
13512,29954
14534,29954
14573,29954
16441,29954
17096,29954
17802,29954
17851,29954
19018,29954
19232,29954
20418,29954
20596,29954
21846,29954
24052,29954
24363,29954
24933,29954
27454,29954
29049,29954
470,29955
5532,29955
6523,29955
9190,29955
9765,29955
10785,29955
12900,29955
13808,29955
15754,29955
24376,29955
24694,29955
27503,29955
19,29956
715,29956
1189,29956
1302,29956
2014,29956
3283,29956
3533,29956
3940,29956
5789,29956
6796,29956
8347,29956
8611,29956
10851,29956
13100,29956
13516,29956
15153,29956
17247,29956
17250,29956
17428,29956
18727,29956
18860,29956
19073,29956
20840,29956
20849,29956
27373,29956
1298,29957
1542,29957
2101,29957
3167,29957
7807,29957
8065,29957
8976,29957
12185,29957
13138,29957
17163,29957
18241,29957
18404,29957
21314,29957
23717,29957
23877,29957
24027,29957
24464,29957
24599,29957
25051,29957
25849,29957
1341,29958
1942,29958
3586,29958
4608,29958
5532,29958
7310,29958
8624,29958
9844,29958
10570,29958
10728,29958
10780,29958
12350,29958
16357,29958
18201,29958
20276,29958
23755,29958
25251,29958
30109,29958
30378,29958
767,29959
5834,29959
8104,29959
14775,29959
18769,29959
20968,29959
21466,29959
22714,29959
24449,29959
24598,29959
27098,29959
1058,29960
5876,29960
8104,29960
14770,29960
24598,29960
30596,29960
10186,29961
11914,29961
4987,29962
19289,29962
20784,29962
27923,29962
3644,29963
3849,29963
4593,29963
5058,29963
5111,29963
5563,29963
6898,29963
7636,29963
10979,29963
13150,29963
21024,29963
22879,29963
28143,29963
30441,29963
30771,29963
589,29964
1297,29964
2847,29964
2961,29964
3670,29964
4418,29964
4501,29964
4666,29964
7040,29964
11916,29964
12819,29964
12889,29964
14102,29964
15359,29964
15445,29964
17617,29964
17844,29964
18295,29964
18337,29964
18374,29964
19267,29964
20442,29964
22236,29964
23020,29964
23880,29964
23884,29964
25987,29964
31221,29964
31782,29964
12418,29965
21297,29965
27162,29965
30095,29965
30473,29965
32105,29965
8536,29966
423,29967
6444,29967
11992,29967
15874,29967
18532,29967
20784,29967
5935,29968
10005,29968
26081,29968
445,29969
2570,29969
3783,29969
6905,29969
7852,29969
17903,29969
18760,29969
526,29970
813,29970
1250,29970
1961,29970
3244,29970
8889,29970
12350,29970
16615,29970
17298,29970
19019,29970
19822,29970
20276,29970
21091,29970
23607,29970
24949,29970
25051,29970
25221,29970
25432,29970
27538,29970
27801,29970
28498,29970
29337,29970
42,29971
559,29971
3408,29971
4567,29971
4764,29971
5441,29971
5714,29971
6199,29971
7741,29971
8050,29971
8096,29971
9044,29971
9180,29971
10297,29971
12109,29971
12354,29971
12413,29971
13082,29971
15246,29971
16391,29971
18872,29971
23960,29971
25031,29971
26812,29971
28888,29971
29159,29971
31063,29971
31745,29971
31749,29971
438,29972
563,29972
676,29972
1432,29972
1660,29972
1930,29972
2051,29972
3477,29972
3977,29972
4515,29972
4602,29972
4809,29972
5582,29972
5731,29972
6473,29972
6572,29972
7596,29972
7933,29972
8249,29972
8259,29972
8998,29972
9125,29972
9234,29972
10005,29972
10841,29972
10940,29972
11838,29972
11967,29972
12013,29972
12357,29972
13101,29972
13503,29972
13711,29972
14993,29972
15208,29972
16504,29972
17463,29972
17866,29972
18793,29972
18824,29972
19647,29972
20292,29972
20686,29972
20863,29972
21202,29972
21549,29972
22388,29972
23100,29972
23350,29972
23491,29972
23746,29972
23760,29972
23796,29972
24123,29972
24148,29972
24418,29972
26335,29972
26650,29972
26830,29972
28544,29972
29859,29972
30357,29972
30716,29972
31288,29972
32234,29972
2826,29973
23597,29973
32197,29973
1023,29974
3586,29974
4338,29974
4608,29974
5532,29974
9190,29974
17189,29974
18330,29974
24142,29974
24376,29974
31446,29974
249,29975
2619,29975
2827,29975
3644,29975
4593,29975
4691,29975
5031,29975
5111,29975
6439,29975
7808,29975
8560,29975
8993,29975
13335,29975
13851,29975
15966,29975
17701,29975
20919,29975
23671,29975
24588,29975
24765,29975
26339,29975
26626,29975
27805,29975
7116,29976
8037,29976
8260,29976
13416,29976
25602,29976
29794,29976
31537,29976
1209,29977
2330,29977
2626,29977
7829,29977
9403,29977
9413,29977
10115,29977
10842,29977
11155,29977
11427,29977
14648,29977
15127,29977
18134,29977
19332,29977
20916,29977
21297,29977
26670,29977
26797,29977
28119,29977
28180,29977
28186,29977
2378,29978
6216,29978
8944,29978
9287,29978
11028,29978
14530,29978
15585,29978
15754,29978
22070,29978
23329,29978
26767,29978
27749,29978
28193,29978
31005,29978
1630,29979
4816,29979
4845,29979
4978,29979
5877,29979
6205,29979
6215,29979
9271,29979
10825,29979
10971,29979
11437,29979
12412,29979
12700,29979
13832,29979
15168,29979
16119,29979
18417,29979
18845,29979
19896,29979
20723,29979
22461,29979
23322,29979
25851,29979
25916,29979
28188,29979
29269,29979
29390,29979
29661,29979
30365,29979
662,29980
4772,29980
5263,29980
5286,29980
18576,29980
3002,29981
12317,29981
15486,29981
22046,29981
1058,29982
1650,29982
3989,29982
4635,29982
7422,29982
8104,29982
8986,29982
10640,29982
10645,29982
11592,29982
11825,29982
13471,29982
15345,29982
16542,29982
17436,29982
18282,29982
19987,29982
27100,29982
30293,29982
30596,29982
30827,29982
30874,29982
31296,29982
31356,29982
31541,29982
31656,29982
31792,29982
31914,29982
3264,29983
13629,29983
29871,29983
390,29984
492,29984
2176,29984
2260,29984
2950,29984
3099,29984
3125,29984
3448,29984
3604,29984
3996,29984
4163,29984
4188,29984
4645,29984
5531,29984
5536,29984
5834,29984
6443,29984
6974,29984
7258,29984
7765,29984
9035,29984
10647,29984
10746,29984
10766,29984
12318,29984
12701,29984
12841,29984
14419,29984
15018,29984
15130,29984
15227,29984
15283,29984
15560,29984
15775,29984
16395,29984
16624,29984
18251,29984
18423,29984
18884,29984
19297,29984
20250,29984
20549,29984
21288,29984
21519,29984
22049,29984
22342,29984
22806,29984
25203,29984
25375,29984
25490,29984
25811,29984
26483,29984
26589,29984
26806,29984
27261,29984
27389,29984
27395,29984
27600,29984
28061,29984
3031,29985
6959,29985
10968,29985
19976,29985
13151,29986
492,29987
704,29987
1439,29987
1472,29987
1731,29987
2260,29987
2616,29987
3099,29987
5536,29987
7684,29987
7717,29987
8047,29987
8104,29987
8638,29987
9017,29987
11413,29987
14538,29987
14676,29987
15903,29987
16619,29987
17060,29987
17114,29987
18282,29987
18459,29987
18948,29987
19520,29987
20247,29987
20549,29987
20910,29987
22049,29987
22303,29987
22714,29987
22806,29987
23530,29987
24598,29987
25561,29987
25963,29987
26483,29987
27098,29987
27261,29987
27902,29987
28859,29987
28900,29987
29191,29987
29397,29987
29547,29987
31470,29987
11,29988
438,29988
3030,29988
3891,29988
4657,29988
6572,29988
15776,29988
15970,29988
23760,29988
25261,29988
704,29989
2260,29989
3099,29989
5034,29989
5536,29989
5636,29989
8104,29989
10766,29989
11450,29989
11592,29989
14057,29989
14419,29989
16932,29989
19053,29989
20549,29989
20698,29989
22806,29989
27879,29989
30293,29989
30605,29989
3392,29990
4414,29990
5729,29990
5842,29990
6315,29990
6641,29990
8049,29990
10473,29990
10968,29990
11280,29990
12569,29990
12789,29990
15186,29990
21158,29990
21846,29990
25544,29990
25635,29990
28283,29990
1460,29991
1625,29991
3753,29991
6488,29991
9025,29991
12119,29991
13722,29991
15889,29991
19981,29991
24571,29991
492,29992
2260,29992
2580,29992
5229,29992
6974,29992
10553,29992
10766,29992
18282,29992
21372,29992
24598,29992
30064,29992
30072,29992
30082,29992
30132,29992
30191,29992
30210,29992
30349,29992
30379,29992
30389,29992
30390,29992
30414,29992
30418,29992
30512,29992
30556,29992
30558,29992
30590,29992
30606,29992
30827,29992
30837,29992
30899,29992
30964,29992
31015,29992
31034,29992
31081,29992
31090,29992
31175,29992
31191,29992
31202,29992
31373,29992
31440,29992
31471,29992
31588,29992
31694,29992
31738,29992
31761,29992
31807,29992
31986,29992
32008,29992
32125,29992
32168,29992
32176,29992
32212,29992
32319,29992
32348,29992
576,29993
711,29993
1679,29993
1722,29993
2779,29993
3041,29993
3425,29993
5475,29993
6439,29993
7569,29993
7627,29993
8876,29993
9389,29993
11249,29993
11931,29993
13246,29993
14085,29993
16041,29993
16097,29993
18281,29993
18487,29993
20258,29993
20343,29993
20709,29993
20951,29993
21572,29993
22288,29993
22590,29993
22769,29993
25084,29993
25243,29993
26541,29993
26636,29993
27076,29993
27091,29993
29084,29993
333,29994
631,29994
4456,29994
6698,29994
11425,29994
15502,29994
16469,29994
22545,29994
24376,29994
29043,29994
29859,29994
3974,29995
4409,29995
4656,29995
9959,29995
14937,29995
17096,29995
19510,29995
26371,29995
26771,29995
28968,29995
31831,29996
32300,29996
10394,29997
16932,29997
17453,29997
24372,29997
24598,29997
3832,29998
6513,29998
12104,29998
12803,29998
13865,29998
17243,29998
19730,29998
25218,29998
2821,29999
7837,29999
9930,29999
11220,29999
19373,29999
19819,29999
353,30000
517,30000
573,30000
662,30000
774,30000
1473,30000
2429,30000
2911,30000
3475,30000
3922,30000
3925,30000
4404,30000
4928,30000
5064,30000
5286,30000
5420,30000
6142,30000
6258,30000
6725,30000
6975,30000
7452,30000
8241,30000
8541,30000
8844,30000
8985,30000
9075,30000
9469,30000
9566,30000
9848,30000
10383,30000
10514,30000
10694,30000
10758,30000
11102,30000
11303,30000
11342,30000
11373,30000
11394,30000
11564,30000
12021,30000
12052,30000
12214,30000
12227,30000
12497,30000
12708,30000
12955,30000
13076,30000
13126,30000
13849,30000
14214,30000
14686,30000
14863,30000
15017,30000
16318,30000
16707,30000
17305,30000
17375,30000
17541,30000
17834,30000
17974,30000
18237,30000
18576,30000
19266,30000
19352,30000
19585,30000
19792,30000
20004,30000
20113,30000
20437,30000
20541,30000
23346,30000
23561,30000
24596,30000
25318,30000
25657,30000
26736,30000
27848,30000
27985,30000
28540,30000
28785,30000
28962,30000
29521,30000
29613,30000
30068,30000
30624,30000
30932,30000
31007,30000
31834,30000
31887,30000
32335,30000
925,30001
5412,30001
12046,30001
22930,30001
23913,30001
27761,30001
30141,30001
76,30002
26081,30002
30269,30002
1587,30003
15586,30003
16914,30003
23565,30003
8104,30004
13387,30004
13894,30004
20968,30004
22806,30004
31090,30004
2210,30005
7636,30005
15966,30005
17484,30005
235,30006
2846,30006
5998,30006
6736,30006
7499,30006
9841,30006
11333,30006
12227,30006
16233,30006
18488,30006
19497,30006
21847,30006
27586,30006
648,30007
1089,30007
1215,30007
1628,30007
2304,30007
2850,30007
3125,30007
4218,30007
6155,30007
6248,30007
6523,30007
6974,30007
7056,30007
8778,30007
9178,30007
10202,30007
10328,30007
11077,30007
11144,30007
11236,30007
11592,30007
11795,30007
11983,30007
12925,30007
13262,30007
15906,30007
16529,30007
16542,30007
16715,30007
16853,30007
17005,30007
17265,30007
17378,30007
17889,30007
17972,30007
18063,30007
18282,30007
19319,30007
20156,30007
20968,30007
21028,30007
21249,30007
21829,30007
22030,30007
22049,30007
22531,30007
23541,30007
23630,30007
23675,30007
23759,30007
23927,30007
24449,30007
24598,30007
25390,30007
26806,30007
26827,30007
27895,30007
27957,30007
29221,30007
30647,30007
31888,30007
662,30008
1708,30008
1767,30008
1990,30008
2955,30008
3925,30008
4881,30008
5652,30008
7307,30008
7499,30008
8582,30008
12227,30008
16682,30008
16707,30008
19215,30008
19797,30008
19980,30008
21409,30008
23836,30008
25517,30008
26319,30008
26736,30008
27370,30008
27431,30008
28664,30008
29516,30008
1330,30009
1689,30009
2192,30009
3395,30009
5232,30009
5532,30009
7299,30009
7325,30009
7618,30009
8072,30009
9071,30009
9597,30009
11885,30009
12074,30009
13482,30009
14447,30009
16953,30009
17695,30009
19039,30009
19491,30009
19749,30009
20693,30009
22112,30009
24376,30009
25143,30009
25145,30009
26149,30009
27106,30009
27543,30009
28217,30009
29130,30009
30035,30009
3862,30010
7243,30010
10316,30010
14225,30010
18510,30010
863,30011
3125,30011
8104,30011
20698,30011
26827,30011
43,30012
429,30012
1192,30012
1925,30012
3052,30012
3802,30012
3853,30012
10310,30012
11414,30012
12354,30012
12413,30012
14894,30012
17237,30012
18078,30012
18371,30012
18372,30012
18543,30012
19504,30012
19985,30012
20683,30012
21742,30012
25313,30012
26187,30012
29554,30012
492,30013
1485,30013
2260,30013
2556,30013
2616,30013
2817,30013
4038,30013
4549,30013
4977,30013
6507,30013
6858,30013
8104,30013
9207,30013
9654,30013
10766,30013
11413,30013
11450,30013
11592,30013
12841,30013
13262,30013
14419,30013
14645,30013
15903,30013
16271,30013
17634,30013
21162,30013
21249,30013
22610,30013
22806,30013
23333,30013
24598,30013
25445,30013
26023,30013
27600,30013
27879,30013
28061,30013
28559,30013
4410,30014
6367,30014
7325,30014
7568,30014
7827,30014
9829,30014
14068,30014
14220,30014
16953,30014
23855,30014
24694,30014
25723,30014
28498,30014
30148,30014
30422,30014
31476,30014
31882,30014
2570,30015
10004,30015
12288,30015
867,30016
1808,30016
3698,30016
8099,30016
8640,30016
10038,30016
12878,30016
19289,30016
20784,30016
23968,30016
27372,30016
2192,30017
3244,30017
3742,30017
5122,30017
5932,30017
6934,30017
7791,30017
8994,30017
9859,30017
11260,30017
11885,30017
12407,30017
15481,30017
16139,30017
16953,30017
24144,30017
28475,30017
29629,30017
3226,30018
3982,30018
11099,30018
14937,30018
17851,30018
21818,30018
25635,30018
26191,30018
29272,30018
31599,30018
2058,30019
8095,30019
14000,30019
19206,30019
22395,30019
22744,30019
30387,30019
46,30020
236,30020
3033,30020
3861,30020
4987,30020
5627,30020
7623,30020
8099,30020
8640,30020
9152,30020
11319,30020
13732,30020
15369,30020
17586,30020
17789,30020
19289,30020
20724,30020
20784,30020
20835,30020
22474,30020
22707,30020
22841,30020
23045,30020
23968,30020
24398,30020
25419,30020
26725,30020
27376,30020
28015,30020
31771,30020
4513,30021
5093,30021
5307,30021
11948,30021
11973,30021
13027,30021
15008,30021
22152,30021
22938,30021
26018,30021
28637,30021
29423,30021
29878,30021
4772,30022
22160,30022
53,30023
3478,30023
4691,30023
5360,30023
6891,30023
7636,30023
8354,30023
9965,30023
11080,30023
11931,30023
12238,30023
13150,30023
13246,30023
13335,30023
15232,30023
15966,30023
17484,30023
18487,30023
18899,30023
24925,30023
32386,30023
13773,30024
27538,30024
3586,30025
4456,30025
4608,30025
5532,30025
27552,30025
27688,30025
28435,30025
663,30026
3577,30026
16851,30026
741,30027
753,30027
1542,30027
1543,30027
1679,30027
1869,30027
2135,30027
2901,30027
3351,30027
3446,30027
3522,30027
3564,30027
3732,30027
4065,30027
4068,30027
4758,30027
4963,30027
5081,30027
5449,30027
5641,30027
6282,30027
6296,30027
6468,30027
6708,30027
7210,30027
7713,30027
8026,30027
8066,30027
9647,30027
9903,30027
9966,30027
10391,30027
10491,30027
10726,30027
11304,30027
11405,30027
11893,30027
12824,30027
13117,30027
13308,30027
14217,30027
14271,30027
14416,30027
15300,30027
15481,30027
15658,30027
15691,30027
15954,30027
16037,30027
16108,30027
16139,30027
16469,30027
16841,30027
16992,30027
17141,30027
18011,30027
18061,30027
18821,30027
19647,30027
19806,30027
20073,30027
20117,30027
20482,30027
21202,30027
21311,30027
21314,30027
21751,30027
22287,30027
22582,30027
22835,30027
23051,30027
23502,30027
24026,30027
24027,30027
24030,30027
24198,30027
24591,30027
25070,30027
25229,30027
25246,30027
26163,30027
26493,30027
27083,30027
27317,30027
27608,30027
27975,30027
28403,30027
28635,30027
28777,30027
28855,30027
29109,30027
29746,30027
31467,30027
32266,30027
32313,30027
983,30028
2142,30028
3125,30028
3490,30028
4652,30028
5239,30028
6293,30028
10460,30028
10766,30028
12418,30028
14410,30028
20164,30028
20549,30028
22317,30028
22869,30028
23783,30028
29196,30028
29948,30028
3974,30029
4126,30029
4656,30029
10816,30029
11267,30029
12454,30029
12749,30029
17851,30029
18047,30029
26009,30029
30465,30029
31053,30029
31262,30029
704,30030
3125,30030
27098,30030
456,30031
1735,30031
2245,30031
2847,30031
3670,30031
5060,30031
5111,30031
7038,30031
7327,30031
9365,30031
9603,30031
10677,30031
10774,30031
12418,30031
12857,30031
16044,30031
18438,30031
19111,30031
22879,30031
23933,30031
24004,30031
26499,30031
26822,30031
27084,30031
31129,30031
31213,30031
31646,30031
511,30032
704,30032
1472,30032
3162,30032
3217,30032
5768,30032
7449,30032
8104,30032
11329,30032
11900,30032
13037,30032
16853,30032
18282,30032
18898,30032
19015,30032
22613,30032
25209,30032
28035,30032
789,30033
15221,30033
22879,30033
24033,30033
26626,30033
1051,30034
16670,30034
16746,30034
18886,30034
28508,30034
475,30035
3351,30035
5232,30035
5560,30035
7986,30035
8709,30035
8781,30035
9241,30035
13477,30035
15824,30035
16841,30035
16978,30035
22959,30035
27106,30035
30009,30035
32154,30035
3125,30036
8104,30036
13262,30036
25390,30036
7327,30037
19959,30037
19,30038
662,30038
1708,30038
3045,30038
3800,30038
4841,30038
6053,30038
6690,30038
7255,30038
8241,30038
8389,30038
8488,30038
8580,30038
8985,30038
14737,30038
17020,30038
19266,30038
19585,30038
22800,30038
26197,30038
26256,30038
26319,30038
27770,30038
27840,30038
30070,30038
30076,30038
30143,30038
30213,30038
30218,30038
30287,30038
30373,30038
30412,30038
30500,30038
30569,30038
30807,30038
30819,30038
30858,30038
30862,30038
30888,30038
30900,30038
30932,30038
30954,30038
31059,30038
31423,30038
31445,30038
31548,30038
31559,30038
31578,30038
31602,30038
31696,30038
32118,30038
398,30039
2472,30039
6437,30039
7416,30039
10377,30039
21925,30039
24217,30039
25731,30039
27360,30039
27487,30039
29869,30039
1261,30040
1432,30040
1737,30040
2527,30040
2636,30040
2794,30040
3207,30040
3477,30040
4602,30040
5731,30040
7333,30040
7905,30040
8536,30040
8998,30040
9346,30040
9366,30040
9844,30040
10005,30040
11545,30040
11838,30040
12609,30040
13534,30040
13711,30040
14312,30040
15377,30040
15539,30040
15947,30040
17075,30040
21027,30040
22543,30040
22898,30040
23100,30040
23527,30040
23895,30040
24387,30040
24840,30040
25432,30040
25973,30040
28155,30040
28519,30040
28544,30040
29022,30040
29248,30040
704,30041
767,30041
1650,30041
2260,30041
2502,30041
3188,30041
4192,30041
4639,30041
6248,30041
6583,30041
8104,30041
8409,30041
9106,30041
9315,30041
9541,30041
9706,30041
10103,30041
11413,30041
11482,30041
13488,30041
15801,30041
16527,30041
18282,30041
21039,30041
21777,30041
22049,30041
22838,30041
26569,30041
27742,30041
27783,30041
27884,30041
28859,30041
4495,30042
7636,30042
12052,30042
15882,30042
16637,30042
19724,30042
20698,30042
21195,30042
25296,30042
30407,30042
30762,30042
30885,30042
31133,30042
31370,30042
31458,30042
31526,30042
31655,30042
31684,30042
32009,30042
32254,30042
32400,30042
2192,30043
4719,30043
8072,30043
10863,30043
17857,30043
24376,30043
29130,30043
726,30044
3167,30044
