views,mature,life_time,created_at,updated_at,numeric_id,dead_account,language,affiliate
2215444,0,2823,2011-01-19,2018-10-12,150801,0,EN,0
2269961,0,1747,2013-12-30,2018-10-12,150802,0,TR,0
596668,1,2264,2012-07-30,2018-10-11,150803,0,EN,0
238,0,1671,2014-03-04,2018-09-30,150804,0,EN,0
5269,1,950,2016-03-05,2018-10-11,150805,0,EN,1
4682,1,675,2016-12-06,2018-10-12,150806,0,EN,1
421,1,2007,2013-03-12,2018-09-09,150807,0,EN,0
631,1,1789,2013-11-16,2018-10-10,150808,0,EN,0
15782,1,1647,2014-04-09,2018-10-12,150809,0,FI,1
798,0,2355,2012-01-28,2018-07-10,150810,1,EN,1
8319,1,2095,2013-01-16,2018-10-12,150811,0,EN,1
8044,0,2058,2013-02-15,2018-10-05,150812,0,DE,0
5419,1,1381,2014-12-31,2018-10-12,150813,0,EN,1
6196,0,1693,2014-02-22,2018-10-12,150814,0,EN,1
9953,0,1653,2014-04-03,2018-10-12,150815,0,EN,1
1131,0,1806,2013-09-26,2018-09-06,150816,0,EN,0
3867,0,601,2017-02-07,2018-10-01,150817,0,DA,1
11956,0,1269,2015-04-22,2018-10-12,150818,0,EN,1
21603,1,2465,2012-01-12,2018-10-12,150819,0,EN,1
13544,0,2159,2012-11-13,2018-10-12,150820,0,EN,1
27843,0,208,2018-03-18,2018-10-12,150821,0,EN,1
63047,0,630,2017-01-20,2018-10-12,150822,0,PL,1
1649,0,1994,2013-04-22,2018-10-07,150823,0,EN,0
1474,0,2073,2013-02-07,2018-10-12,150824,0,EN,0
3225,0,1836,2013-09-24,2018-10-04,150825,0,EN,0
180,0,3724,2008-07-20,2018-09-30,150826,0,EN,0
95892,0,1590,2014-06-05,2018-10-12,150827,0,EN,1
294,0,1721,2013-09-21,2018-06-08,150828,1,EN,0
22498,1,1161,2015-08-07,2018-10-11,150829,0,EN,1
191,0,1283,2015-04-08,2018-10-12,150830,0,EN,0
4160,0,831,2016-05-23,2018-09-01,150831,0,RU,0
5522,1,2350,2012-03-25,2018-08-31,150832,0,EN,0
4916,1,343,2017-11-03,2018-10-12,150833,0,EN,1
7464,1,481,2017-06-18,2018-10-12,150834,0,EN,1
1381,1,281,2017-12-18,2018-09-25,150835,0,DE,1
1231,1,2595,2011-09-04,2018-10-12,150836,0,EN,0
681,0,2043,2013-03-06,2018-10-09,150837,0,EN,0
3605,0,1320,2015-02-28,2018-10-10,150838,0,FR,0
3981,1,448,2017-07-21,2018-10-12,150839,0,EN,1
75608,0,1970,2013-05-19,2018-10-10,150840,0,EN,1
1145,0,1112,2015-09-22,2018-10-08,150841,0,ES,0
7277,0,2384,2012-04-02,2018-10-12,150842,0,EN,1
4245,1,1655,2014-04-01,2018-10-12,150843,0,ES,0
4003,1,1525,2014-08-09,2018-10-12,150844,0,EN,1
624,1,1932,2013-06-22,2018-10-06,150845,0,EN,0
600,0,1152,2015-07-03,2018-08-28,150846,0,DE,0
1474,0,1416,2014-11-22,2018-10-08,150847,0,EN,0
111110,1,1032,2015-12-15,2018-10-12,150848,0,PL,1
829,0,1709,2014-01-28,2018-10-03,150849,0,EN,0
16647,1,618,2017-02-01,2018-10-12,150850,0,DE,1
5980,1,1651,2014-04-05,2018-10-12,150851,0,EN,1
4901,1,2436,2012-02-10,2018-10-12,150852,0,ZH,1
6686,0,3290,2009-07-22,2018-07-25,150853,0,OTHER,0
1136,0,2478,2011-12-28,2018-10-10,150854,0,EN,1
1358,0,317,2017-11-29,2018-10-12,150855,0,ZH,0
1735,1,1393,2014-12-16,2018-10-09,150856,0,EN,1
4637,1,1417,2014-11-23,2018-10-10,150857,0,FR,1
289254,1,782,2016-08-21,2018-10-12,150858,0,DE,0
2439,0,2253,2012-08-03,2018-10-04,150859,0,EN,0
2293,1,1923,2013-04-07,2018-07-13,150860,0,EN,0
3257,0,899,2016-04-26,2018-10-12,150861,0,EN,0
1965,0,1720,2014-01-22,2018-10-08,150862,0,EN,1
996,0,230,2018-02-24,2018-10-12,150863,0,EN,1
688,0,1432,2014-08-22,2018-07-24,150864,0,EN,0
1413,0,1471,2014-09-11,2018-09-21,150865,0,EN,1
4424,0,1300,2015-03-22,2018-10-12,150866,0,EN,1
2884,1,1908,2013-07-22,2018-10-12,150867,0,EN,1
966438,0,2242,2012-08-22,2018-10-12,150868,0,EN,0
4536305,0,2643,2011-07-18,2018-10-12,150869,0,EN,0
2789,0,1332,2015-02-18,2018-10-12,150870,0,EN,1
38310,1,1614,2014-05-12,2018-10-12,150871,0,EN,1
806664,1,1288,2015-04-03,2018-10-12,150872,0,EN,1
10849,0,981,2016-02-04,2018-10-12,150873,0,EN,1
4312,0,1463,2014-10-10,2018-10-12,150874,0,EN,0
900,1,375,2017-08-31,2018-09-10,150875,0,EN,0
1572,1,1504,2014-08-21,2018-10-03,150876,0,EN,1
1164,0,1199,2015-07-01,2018-10-12,150877,0,EN,1
2304,0,1820,2013-10-18,2018-10-12,150878,0,EN,1
4312,1,1980,2013-05-11,2018-10-12,150879,0,ZH,0
7982,1,1323,2015-02-27,2018-10-12,150880,0,EN,1
273,0,684,2016-11-04,2018-09-19,150881,0,EN,0
3294,0,836,2016-06-11,2018-09-25,150882,0,EN,0
587,0,987,2015-11-03,2018-07-17,150883,0,EN,0
6863,1,2377,2012-03-28,2018-09-30,150884,0,EN,0
39452,1,1692,2014-02-23,2018-10-12,150885,0,DE,1
54657,1,1675,2014-03-12,2018-10-12,150886,0,EN,1
1071,0,1704,2014-01-16,2018-09-16,150887,0,EN,0
1092,0,1974,2013-05-10,2018-10-05,150888,0,FR,0
3169,0,1199,2015-06-16,2018-09-27,150889,0,EN,0
1844,0,1204,2015-06-20,2018-10-06,150890,0,EN,0
2792,0,1622,2014-01-20,2018-06-30,150891,1,EN,0
32599,0,2640,2011-07-21,2018-10-12,150892,0,EN,0
1808,1,1726,2014-01-20,2018-10-12,150893,0,EN,0
237,1,1230,2014-06-05,2017-10-17,150894,1,EN,0
14496,0,1360,2015-01-21,2018-10-12,150895,0,EN,1
1939,1,2314,2012-06-02,2018-10-03,150896,0,EN,0
21960,0,1325,2015-02-25,2018-10-12,150897,0,EN,1
158,0,632,2017-01-09,2018-10-03,150898,0,EN,0
4824,1,1578,2014-06-13,2018-10-08,150899,0,EN,0
2167,0,1597,2014-05-16,2018-09-29,150900,0,EN,1
35148,0,1192,2015-07-08,2018-10-12,150901,0,EN,1
503,1,1429,2014-11-13,2018-10-12,150902,0,EN,0
12449,1,2137,2012-11-13,2018-09-20,150903,0,EN,0
90057,1,2540,2011-10-29,2018-10-12,150904,0,EN,1
16178,1,2135,2012-12-07,2018-10-12,150905,0,EN,1
2120,0,1871,2013-08-27,2018-10-11,150906,0,EN,1
13281,1,1088,2015-10-20,2018-10-12,150907,0,ES,1
598,0,1179,2015-07-19,2018-10-10,150908,0,EN,0
54000,0,1417,2014-11-25,2018-10-12,150909,0,RU,0
4786,1,2042,2013-02-18,2018-09-22,150910,0,EN,1
409,0,1954,2013-06-02,2018-10-08,150911,0,EN,0
22094,0,1389,2014-12-23,2018-10-12,150912,0,EN,1
1574,1,888,2016-05-07,2018-10-12,150913,0,EN,1
35564,1,1967,2013-05-23,2018-10-11,150914,0,EN,1
2569,0,1022,2015-12-23,2018-10-10,150915,0,EN,1
68288,0,1485,2014-09-18,2018-10-12,150916,0,EN,0
1461,0,1549,2014-07-12,2018-10-08,150917,0,EN,1
3456,0,1789,2013-11-14,2018-10-08,150918,0,EN,1
2915,0,1206,2015-06-23,2018-10-11,150919,0,EN,0
402,0,883,2016-03-24,2018-08-24,150920,0,FR,0
141,0,1182,2015-05-15,2018-08-09,150921,0,EN,0
8051,0,1894,2013-08-05,2018-10-12,150922,0,FR,1
3175,1,1814,2013-10-24,2018-10-12,150923,0,EN,0
2379,0,2144,2012-11-17,2018-10-01,150924,0,EN,0
10802,0,1970,2013-05-10,2018-10-01,150925,0,EN,1
6935,1,989,2016-01-27,2018-10-12,150926,0,EN,1
1369156,1,2580,2011-09-19,2018-10-12,150927,0,EN,0
5379,1,1131,2015-09-07,2018-10-12,150928,0,EN,1
7313,1,1868,2013-08-10,2018-09-21,150929,0,EN,0
153,0,203,2018-03-22,2018-10-11,150930,0,EN,0
133,0,1811,2013-10-25,2018-10-10,150931,0,EN,0
134211,0,2260,2012-08-01,2018-10-09,150932,0,EN,0
10972,0,1597,2014-05-29,2018-10-12,150933,0,EN,1
7660828,0,1773,2013-12-04,2018-10-12,150934,0,IT,0
1188,1,1074,2015-11-03,2018-10-12,150935,0,EN,1
735,1,950,2016-03-05,2018-10-11,150936,0,EN,0
6422,0,2434,2012-02-12,2018-10-12,150937,0,ZH,1
3741,0,2446,2012-01-28,2018-10-09,150938,0,EN,1
2263,1,1887,2013-08-11,2018-10-11,150939,0,EN,0
78,0,303,2017-12-08,2018-10-07,150940,0,EN,0
29310,1,1196,2015-07-04,2018-10-12,150941,0,FR,1
148,0,783,2016-05-22,2018-07-14,150942,0,EN,0
982,0,1218,2015-05-31,2018-09-30,150943,0,FR,0
4498,0,2568,2011-09-25,2018-10-06,150944,0,ES,0
7961,1,1376,2015-01-05,2018-10-12,150945,0,EN,1
91,0,1226,2015-05-24,2018-10-01,150946,0,KO,0
37,0,336,2017-09-08,2018-08-10,150947,0,EN,0
2442784,1,2106,2013-01-05,2018-10-12,150948,0,EN,0
22061,1,2028,2013-03-12,2018-09-30,150949,0,EN,1
344,0,1527,2014-07-17,2018-09-21,150950,0,EN,0
8309,0,1197,2015-07-02,2018-10-11,150951,0,ZH,0
18808,1,1241,2015-05-20,2018-10-12,150952,0,DE,0
69600,1,2035,2013-03-17,2018-10-12,150953,0,EN,1
4729,0,1504,2014-08-29,2018-10-11,150954,0,EN,0
30797,1,1037,2015-12-09,2018-10-11,150955,0,EN,1
9628,0,1575,2014-06-20,2018-10-12,150956,0,EN,1
217,1,1715,2013-12-27,2018-09-07,150957,0,EN,0
15104,1,2141,2012-11-15,2018-09-26,150958,0,EN,0
6505,0,1094,2015-10-03,2018-10-01,150959,0,EN,1
34200,1,894,2016-05-01,2018-10-12,150960,0,FR,1
15962,1,437,2017-07-30,2018-10-10,150961,0,KO,1
784,1,2532,2011-10-23,2018-09-28,150962,0,NO,0
989,1,790,2016-07-28,2018-09-26,150963,0,EN,1
264315,1,2676,2011-06-15,2018-10-12,150964,0,EN,0
6824,1,1101,2015-10-07,2018-10-12,150965,0,EN,0
3033,0,1645,2014-02-01,2018-08-04,150966,0,EN,0
2225,1,815,2016-06-25,2018-09-18,150967,0,EN,0
647,1,1250,2015-03-27,2018-08-28,150968,0,EN,0
40107,1,1453,2014-10-20,2018-10-12,150969,0,EN,1
3710,1,1787,2013-11-20,2018-10-12,150970,0,EN,1
11481,0,1767,2013-12-10,2018-10-12,150971,0,ES,1
1590,1,1137,2015-07-31,2018-09-10,150972,0,EN,1
4940407,0,2304,2012-06-21,2018-10-12,150973,0,EN,0
802,1,954,2016-01-23,2018-09-03,150974,0,EN,0
104663,0,956,2016-02-29,2018-10-12,150975,0,EN,0
921409,0,1798,2013-11-09,2018-10-12,150976,0,RU,0
35679,0,1789,2013-11-13,2018-10-07,150977,0,EN,0
248,1,1279,2015-04-12,2018-10-12,150978,0,EN,0
372,0,944,2016-03-08,2018-10-08,150979,0,EN,0
7091,1,1441,2014-10-29,2018-10-09,150980,0,EN,1
6131,0,1409,2014-11-30,2018-10-09,150981,0,ES,1
37,0,238,2018-01-11,2018-09-06,150982,0,EN,0
1953,0,1329,2015-02-21,2018-10-12,150983,0,EN,1
2968,0,1505,2014-08-29,2018-10-12,150984,0,EN,1
14731,1,1005,2016-01-11,2018-10-12,150985,0,EN,1
13656,0,1359,2015-01-22,2018-10-12,150986,0,ES,1
5237,1,1096,2015-10-11,2018-10-11,150987,0,EN,1
7861,0,1735,2014-01-09,2018-10-10,150988,0,ES,1
11498,1,1499,2014-09-04,2018-10-12,150989,0,EN,1
62726,0,2081,2013-01-09,2018-09-21,150990,0,ZH,0
393,0,970,2016-01-19,2018-09-15,150991,0,EN,0
1559,1,2082,2013-01-29,2018-10-12,150992,0,EN,0
1220,0,2124,2012-12-18,2018-10-12,150993,0,EN,0
33157,0,2660,2011-07-01,2018-10-12,150994,0,EN,1
49233,0,2525,2011-11-13,2018-10-12,150995,0,EN,1
15105,1,2413,2012-03-04,2018-10-12,150996,0,EN,0
6884,1,1972,2013-05-15,2018-10-08,150997,0,EN,1
4148,0,710,2016-10-31,2018-10-11,150998,0,EN,1
1052,0,1812,2013-10-26,2018-10-12,150999,0,EN,0
222994,0,668,2016-12-13,2018-10-12,151000,0,RU,0
10301,1,733,2016-10-08,2018-10-11,151001,0,EN,1
5999,1,1365,2015-01-13,2018-10-09,151002,0,EN,0
710,1,2570,2011-09-22,2018-10-05,151003,0,EN,0
1516,0,465,2017-07-02,2018-10-10,151004,0,EN,1
3520,0,2268,2012-03-31,2018-06-16,151005,1,OTHER,0
42741,0,704,2016-11-06,2018-10-11,151006,0,EN,1
3015,1,995,2016-01-21,2018-10-12,151007,0,DE,1
120696,0,3542,2009-01-19,2018-10-01,151008,0,EN,0
769,0,1727,2013-11-18,2018-08-11,151009,0,FR,0
255523,1,1536,2014-07-29,2018-10-12,151010,0,ZH,0
21474,1,2505,2011-12-03,2018-10-12,151011,0,EN,1
1544,0,1401,2014-11-21,2018-09-22,151012,0,EN,1
9910,0,1321,2015-03-01,2018-10-12,151013,0,EN,1
1355,1,533,2017-04-26,2018-10-11,151014,0,EN,1
3311,0,1215,2015-06-14,2018-10-11,151015,0,EN,0
5873,0,2102,2013-01-05,2018-10-08,151016,0,EN,1
59166,0,731,2016-10-11,2018-10-12,151017,0,EN,1
5779,1,1627,2014-04-29,2018-10-12,151018,0,EN,1
3224,0,958,2016-02-22,2018-10-07,151019,0,EN,1
47320,0,857,2016-06-07,2018-10-12,151020,0,EN,1
741,0,447,2017-07-20,2018-10-10,151021,0,EN,0
47,0,794,2015-06-25,2017-08-27,151022,1,EN,0
172060,1,1878,2013-08-21,2018-10-12,151023,0,EN,1
499,0,614,2017-02-05,2018-10-12,151024,0,EN,0
9440,1,2422,2012-02-20,2018-10-08,151025,0,EN,1
184879,0,1660,2014-03-27,2018-10-12,151026,0,ZH,0
7067,0,630,2017-01-20,2018-10-12,151027,0,TH,1
1649,0,2391,2012-03-25,2018-10-11,151028,0,FR,0
5555,1,2286,2012-07-09,2018-10-12,151029,0,DE,1
23509,0,2202,2012-09-22,2018-10-03,151030,0,PT,1
4235,0,2419,2012-02-27,2018-10-12,151031,0,EN,0
1211,1,1947,2013-06-03,2018-10-02,151032,0,EN,0
7949,0,1682,2014-03-05,2018-10-12,151033,0,EN,1
3448,1,1127,2015-09-11,2018-10-12,151034,0,EN,1
660,0,1158,2015-07-28,2018-09-28,151035,0,EN,0
1691,1,1378,2015-01-03,2018-10-12,151036,0,EN,1
1559,0,1839,2013-09-26,2018-10-09,151037,0,EN,0
6210,1,1735,2014-01-06,2018-10-07,151038,0,EN,0
1730,1,1560,2014-07-05,2018-10-12,151039,0,EN,1
1132,1,2133,2012-11-23,2018-09-26,151040,0,EN,0
6273,0,455,2017-07-13,2018-10-11,151041,0,EN,0
900,0,1012,2015-12-09,2018-09-16,151042,0,FR,0
2689985,1,2207,2012-09-26,2018-10-12,151043,0,EN,0
2871,0,1966,2013-05-21,2018-10-08,151044,0,EN,0
1737497,0,1116,2015-09-22,2018-10-12,151045,0,EN,0
15002,1,1496,2014-09-07,2018-10-12,151046,0,RU,1
883,1,508,2017-05-22,2018-10-12,151047,0,EN,0
1716,0,1627,2014-04-27,2018-10-10,151048,0,EN,1
1068788,0,1423,2014-11-19,2018-10-12,151049,0,ZH,0
9127,1,1557,2014-07-08,2018-10-12,151050,0,EN,1
2174,0,755,2016-09-17,2018-10-12,151051,0,EN,0
3197,1,508,2017-05-22,2018-10-12,151052,0,EN,1
10145,0,1297,2015-03-25,2018-10-12,151053,0,ES,1
1861,1,1471,2014-07-21,2018-07-31,151054,0,ES,0
69511,0,2337,2012-05-19,2018-10-12,151055,0,EN,1
1292,0,629,2017-01-21,2018-10-12,151056,0,TR,0
2335,0,899,2016-01-20,2018-07-07,151057,1,EN,0
5791,0,794,2016-08-09,2018-10-12,151058,0,HU,1
3947,0,665,2016-12-16,2018-10-12,151059,0,EN,1
889,0,1364,2015-01-17,2018-10-12,151060,0,EN,0
2912,1,3292,2009-10-06,2018-10-11,151061,0,EN,1
4635,1,2364,2012-04-22,2018-10-12,151062,0,ZH,1
690,0,1859,2013-08-28,2018-09-30,151063,0,EN,0
1091,1,532,2017-04-10,2018-09-24,151064,0,EN,0
1285,1,1152,2015-08-10,2018-10-05,151065,0,EN,0
88,0,460,2017-01-08,2018-04-13,151066,1,EN,0
6837,0,2272,2012-07-18,2018-10-07,151067,0,EN,1
2697,1,1868,2013-06-17,2018-07-29,151068,0,EN,0
57,0,365,2017-09-18,2018-09-18,151069,0,EN,0
21687,1,711,2016-10-31,2018-10-12,151070,0,DE,1
4330,0,1488,2014-09-14,2018-10-11,151071,0,EN,1
19569,1,1623,2014-05-03,2018-10-12,151072,0,EN,1
269848,0,2049,2013-03-03,2018-10-12,151073,0,DE,0
45022,1,1050,2015-11-27,2018-10-12,151074,0,DE,1
907,1,745,2016-09-27,2018-10-12,151075,0,NL,0
26,0,885,2016-04-03,2018-09-05,151076,0,EN,0
30198,1,3524,2009-02-12,2018-10-07,151077,0,EN,0
257,1,1820,2013-10-16,2018-10-10,151078,0,EN,0
12492,0,1443,2014-10-30,2018-10-12,151079,0,EN,1
9967646,0,2453,2012-01-24,2018-10-12,151080,0,EN,0
6836,0,865,2016-05-30,2018-10-12,151081,0,DA,1
382,1,908,2016-02-10,2018-08-06,151082,0,EN,0
6856,1,938,2016-02-27,2018-09-22,151083,0,EN,1
536,0,205,2018-03-01,2018-09-22,151084,0,EN,1
1333,1,1171,2015-07-02,2018-09-15,151085,0,EN,0
1913,1,1280,2015-04-04,2018-10-05,151086,0,EN,1
1212,0,2494,2011-11-30,2018-09-28,151087,0,EN,0
1368,0,643,2017-01-07,2018-10-12,151088,0,EN,0
9188,0,1293,2015-03-29,2018-10-12,151089,0,EN,1
26628,0,1740,2014-01-06,2018-10-12,151090,0,EN,1
2254586,1,2703,2011-05-19,2018-10-12,151091,0,EN,0
34299,1,1729,2014-01-17,2018-10-12,151092,0,EN,1
17586,1,1660,2014-03-26,2018-10-11,151093,0,PT,1
8901,1,1930,2013-06-30,2018-10-12,151094,0,EN,1
1955,0,1900,2013-07-25,2018-10-07,151095,0,EN,0
12906,1,1429,2014-11-13,2018-10-12,151096,0,EN,0
8242,0,1296,2015-03-26,2018-10-12,151097,0,EN,1
2236,0,1449,2014-10-17,2018-10-05,151098,0,EN,0
1011,0,984,2016-02-01,2018-10-12,151099,0,ES,0
1059,0,2485,2011-10-20,2018-08-09,151100,0,EN,0
48189,0,2058,2013-02-22,2018-10-12,151101,0,RU,1
783,1,1256,2015-05-04,2018-10-11,151102,0,FI,0
6512,1,674,2016-12-05,2018-10-10,151103,0,EN,1
15684,0,884,2016-05-02,2018-10-03,151104,0,EN,1
1115,1,715,2016-10-27,2018-10-12,151105,0,EN,0
206,0,939,2016-03-04,2018-09-29,151106,0,EN,0
26310,1,2612,2011-08-17,2018-10-11,151107,0,EN,1
3520,1,1045,2015-12-02,2018-10-12,151108,0,EN,1
465,0,1261,2015-04-19,2018-10-01,151109,0,EN,0
91513,1,1074,2015-11-03,2018-10-12,151110,0,PT,1
20421279,1,1456,2014-10-17,2018-10-12,151111,0,EN,0
121,1,452,2017-04-29,2018-07-25,151112,0,EN,0
815,0,1724,2014-01-22,2018-10-12,151113,0,EN,0
105740,0,1429,2014-11-13,2018-10-12,151114,0,EN,1
2246,1,1696,2014-02-19,2018-10-12,151115,0,EN,1
3137,0,265,2018-01-20,2018-10-12,151116,0,EN,1
1911,1,2183,2012-10-20,2018-10-12,151117,0,EN,1
42744,1,1550,2014-07-15,2018-10-12,151118,0,EN,1
1703,1,2066,2013-02-11,2018-10-09,151119,0,EN,1
5213,1,897,2016-04-28,2018-10-12,151120,0,EN,1
2027,0,1713,2014-01-17,2018-09-26,151121,0,EN,0
10055,0,765,2016-09-07,2018-10-12,151122,0,EN,1
8434,0,2387,2012-03-30,2018-10-12,151123,0,EN,1
5170,1,631,2017-01-19,2018-10-12,151124,0,EN,1
2646886,0,1835,2013-10-03,2018-10-12,151125,0,EN,1
2549,0,1806,2013-10-29,2018-10-09,151126,0,HU,1
2241,0,969,2016-02-03,2018-09-29,151127,0,EN,1
1135,0,2448,2012-01-13,2018-09-26,151128,0,FR,0
25545,1,1652,2014-04-04,2018-10-12,151129,0,EN,1
243,0,1785,2013-11-19,2018-10-09,151130,0,EN,0
9229,1,1373,2015-01-08,2018-10-12,151131,0,EN,1
361,1,1928,2013-05-27,2018-09-06,151132,0,EN,0
2710,0,2678,2011-04-15,2018-08-14,151133,0,EN,0
10589,0,2171,2012-10-30,2018-10-10,151134,0,RU,0
2065,0,2473,2011-12-04,2018-09-11,151135,0,EN,0
42698,1,1736,2014-01-09,2018-10-11,151136,0,EN,1
175868,0,2260,2012-08-04,2018-10-12,151137,0,EN,0
5496,1,277,2018-01-08,2018-10-12,151138,0,EN,1
1434,1,865,2016-05-30,2018-10-12,151139,0,EN,0
65744,0,1344,2015-02-05,2018-10-11,151140,0,EN,1
1997,1,445,2017-07-24,2018-10-12,151141,0,EN,1
2004,0,1015,2016-01-01,2018-10-12,151142,0,EN,1
503,0,940,2016-02-23,2018-09-20,151143,0,EN,0
195,1,1733,2013-12-02,2018-08-31,151144,0,EN,0
1506,0,795,2016-08-08,2018-10-12,151145,0,EN,1
1204,1,1231,2015-05-30,2018-10-12,151146,0,EN,0
2816,0,1224,2015-06-04,2018-10-10,151147,0,EN,1
1294,1,1571,2014-06-24,2018-10-12,151148,0,EN,0
967,1,2301,2012-05-01,2018-08-19,151149,0,EN,0
165,0,1002,2015-12-26,2018-09-23,151150,0,EN,0
763668,1,2404,2012-03-13,2018-10-12,151151,0,EN,0
720,0,191,2018-03-27,2018-10-04,151152,0,EN,1
11192,1,657,2016-12-22,2018-10-10,151153,0,EN,1
11278,0,332,2017-11-13,2018-10-11,151154,0,EN,1
6031,1,664,2016-12-17,2018-10-12,151155,0,EN,1
4492,0,629,2017-01-21,2018-10-12,151156,0,ES,0
5592,1,1883,2013-07-16,2018-09-11,151157,0,EN,0
3453,1,2077,2013-01-31,2018-10-09,151158,0,EN,0
53112,1,2075,2013-02-02,2018-10-09,151159,0,DE,0
329,0,593,2016-12-31,2018-08-16,151160,0,EN,0
18076,0,2164,2012-11-07,2018-10-11,151161,0,EN,1
2117,0,1246,2015-04-27,2018-09-24,151162,0,EN,1
7016,1,797,2016-08-05,2018-10-11,151163,0,SV,1
3710,0,810,2016-07-23,2018-10-11,151164,0,EN,1
150,0,1077,2015-10-28,2018-10-09,151165,0,EN,0
5332,0,1432,2014-11-09,2018-10-11,151166,0,EN,1
2281,0,3421,2009-05-30,2018-10-11,151167,0,EN,0
6972,0,1341,2015-02-08,2018-10-11,151168,0,PT,1
1137,0,2147,2012-11-04,2018-09-21,151169,0,ES,0
2711151,1,1470,2014-10-03,2018-10-12,151170,0,RU,0
8829,1,1240,2015-05-21,2018-10-12,151171,0,EN,1
1524,0,825,2016-07-06,2018-10-09,151172,0,EN,0
114484,1,1190,2015-07-10,2018-10-12,151173,0,TH,0
2026,1,957,2016-02-28,2018-10-12,151174,0,EN,1
2699,0,2097,2012-12-19,2018-09-16,151175,0,EN,0
2552,1,1185,2015-07-15,2018-10-12,151176,0,DE,1
4521,0,640,2016-12-12,2018-09-13,151177,0,EN,1
26231,1,1502,2014-09-01,2018-10-12,151178,0,DE,1
16701,0,1359,2015-01-22,2018-10-12,151179,0,FR,0
575917,0,2416,2012-02-29,2018-10-11,151180,0,ES,0
67176,1,1202,2015-06-28,2018-10-12,151181,0,EN,1
10658,0,1734,2014-01-11,2018-10-11,151182,0,DE,1
11544,1,1120,2015-09-13,2018-10-07,151183,0,EN,1
2521,1,1521,2014-08-10,2018-10-09,151184,0,EN,0
477,0,466,2017-06-14,2018-09-23,151185,0,EN,0
20111,0,1976,2013-05-15,2018-10-12,151186,0,IT,1
311978,0,1499,2014-09-03,2018-10-11,151187,0,EN,1
278,0,1538,2014-07-03,2018-09-18,151188,0,DE,0
5900,1,1097,2015-10-11,2018-10-12,151189,0,EN,1
1659,1,2694,2011-05-27,2018-10-11,151190,0,EN,0
5870,0,680,2016-11-29,2018-10-10,151191,0,IT,1
1117,0,1933,2013-05-21,2018-09-05,151192,0,OTHER,0
21283,0,1717,2014-01-27,2018-10-10,151193,0,EN,0
1637,1,1884,2013-07-21,2018-09-17,151194,0,EN,0
5913,0,223,2018-03-03,2018-10-12,151195,0,KO,1
1031,0,2000,2012-06-26,2017-12-17,151196,1,EN,0
5758,1,2782,2011-02-27,2018-10-10,151197,0,EN,0
2209,1,1675,2014-02-22,2018-09-24,151198,0,EN,0
1671,1,1880,2013-08-09,2018-10-02,151199,0,EN,1
9362112,0,1877,2013-08-22,2018-10-12,151200,0,ES,0
19758,0,700,2016-11-11,2018-10-12,151201,0,EN,1
5634,1,1305,2015-03-17,2018-10-12,151202,0,EN,1
88296,1,2267,2012-07-28,2018-10-12,151203,0,EN,1
6430,1,957,2016-02-28,2018-10-12,151204,0,EN,1
1870,1,1769,2013-11-23,2018-09-27,151205,0,EN,1
7430,1,1761,2013-12-16,2018-10-12,151206,0,EN,1
1295,1,1925,2013-07-02,2018-10-09,151207,0,EN,0
2168,0,548,2017-04-12,2018-10-12,151208,0,EN,0
200547,1,2247,2012-08-17,2018-10-12,151209,0,ZH,1
1293161,0,2448,2012-01-29,2018-10-12,151210,0,EN,0
1800,1,1488,2014-09-15,2018-10-12,151211,0,DE,0
4855,0,2275,2012-07-02,2018-09-24,151212,0,EN,0
6973,1,2187,2012-10-16,2018-10-12,151213,0,EN,1
15321,1,991,2016-01-25,2018-10-12,151214,0,DE,1
7340,1,1975,2013-05-16,2018-10-12,151215,0,DE,1
6837,0,1054,2015-11-22,2018-10-11,151216,0,EN,1
1111,1,1099,2015-10-02,2018-10-05,151217,0,EN,0
2878,1,1581,2014-06-11,2018-10-09,151218,0,EN,1
4080,0,1577,2014-06-18,2018-10-12,151219,0,FR,0
21620,1,1577,2014-06-17,2018-10-11,151220,0,EN,1
26,0,1498,2014-03-15,2018-04-21,151221,1,EN,0
2593,0,1679,2014-03-03,2018-10-07,151222,0,ES,1
25004,0,693,2016-11-18,2018-10-12,151223,0,FR,1
5212,0,318,2017-11-28,2018-10-12,151224,0,EN,1
555,0,1917,2013-07-13,2018-10-12,151225,0,EN,0
350068,0,712,2016-10-30,2018-10-12,151226,0,KO,0
5745,1,2296,2012-04-16,2018-07-30,151227,0,EN,0
186196,0,1855,2013-09-13,2018-10-12,151228,0,PT,0
10745,1,2479,2011-12-13,2018-09-26,151229,0,DE,0
13933,0,1203,2015-06-27,2018-10-12,151230,0,EN,1
1525,0,1790,2013-11-17,2018-10-12,151231,0,EN,0
6932,0,1181,2015-07-09,2018-10-02,151232,0,EN,1
1157,0,1263,2015-04-22,2018-10-06,151233,0,EN,0
9982,0,1036,2015-12-10,2018-10-11,151234,0,EN,1
137,0,596,2017-02-18,2018-10-07,151235,0,EN,0
4619,1,2014,2013-04-06,2018-10-11,151236,0,SV,0
3031,1,406,2017-09-01,2018-10-12,151237,0,PT,1
24125,1,909,2016-04-15,2018-10-11,151238,0,EN,1
663,0,1118,2015-09-10,2018-10-02,151239,0,EN,0
26688,0,1372,2015-01-09,2018-10-12,151240,0,EN,1
12296,1,1476,2014-09-27,2018-10-12,151241,0,EN,1
