i,j,x
2935,2004,TRUE
3085,2004,TRUE
3119,2004,TRUE
3128,2004,TRUE
3151,2004,TRUE
3240,2004,TRUE
3924,2004,TRUE
194,2005,TRUE
1405,2005,TRUE
1612,2005,TRUE
1729,2005,TRUE
2003,2005,TRUE
2004,2005,TRUE
2006,2005,TRUE
2021,2005,TRUE
2181,2005,TRUE
2287,2005,TRUE
2436,2005,TRUE
1612,2006,TRUE
2003,2006,TRUE
2005,2006,TRUE
2021,2006,TRUE
2436,2006,TRUE
1480,2008,TRUE
2456,2008,TRUE
1835,2012,TRUE
2025,2013,TRUE
551,2014,TRUE
1365,2014,TRUE
1451,2014,TRUE
1549,2014,TRUE
2419,2014,TRUE
2450,2014,TRUE
2453,2014,TRUE
2770,2014,TRUE
2924,2014,TRUE
581,2015,TRUE
1364,2015,TRUE
1399,2016,TRUE
1448,2016,TRUE
3492,2016,TRUE
1847,2018,TRUE
433,2019,TRUE
2227,2019,TRUE
3094,2019,TRUE
2005,2021,TRUE
2006,2021,TRUE
2436,2021,TRUE
978,2022,TRUE
1641,2022,TRUE
1832,2022,TRUE
2149,2022,TRUE
2401,2022,TRUE
2407,2022,TRUE
2433,2022,TRUE
2698,2022,TRUE
3354,2022,TRUE
159,2024,TRUE
1336,2024,TRUE
1442,2024,TRUE
2032,2024,TRUE
2036,2024,TRUE
2087,2024,TRUE
2235,2024,TRUE
2671,2024,TRUE
1424,2025,TRUE
2013,2025,TRUE
1912,2026,TRUE
1924,2026,TRUE
2255,2026,TRUE
2408,2026,TRUE
2587,2026,TRUE
2733,2026,TRUE
35,2027,TRUE
1907,2028,TRUE
1362,2030,TRUE
1489,2030,TRUE
1960,2030,TRUE
2004,2030,TRUE
2158,2030,TRUE
2275,2030,TRUE
2436,2030,TRUE
2662,2030,TRUE
3210,2030,TRUE
3924,2030,TRUE
856,2032,TRUE
1442,2032,TRUE
1742,2032,TRUE
2024,2032,TRUE
2036,2032,TRUE
2235,2032,TRUE
2804,2034,TRUE
1336,2036,TRUE
1442,2036,TRUE
2024,2036,TRUE
2032,2036,TRUE
2087,2036,TRUE
2671,2036,TRUE
2075,2037,TRUE
1077,2043,TRUE
1358,2044,TRUE
1361,2044,TRUE
1016,2045,TRUE
240,2046,TRUE
2051,2046,TRUE
2048,2047,TRUE
2049,2047,TRUE
2047,2048,TRUE
2049,2048,TRUE
706,2049,TRUE
1375,2049,TRUE
1378,2049,TRUE
1476,2049,TRUE
1695,2049,TRUE
1797,2049,TRUE
1947,2049,TRUE
1948,2049,TRUE
2047,2049,TRUE
2048,2049,TRUE
2096,2049,TRUE
2180,2049,TRUE
2301,2049,TRUE
2411,2049,TRUE
2450,2049,TRUE
2927,2049,TRUE
3363,2050,TRUE
3690,2050,TRUE
1398,2051,TRUE
2046,2051,TRUE
2053,2052,TRUE
2052,2053,TRUE
3510,2054,TRUE
114,2058,TRUE
1395,2058,TRUE
1847,2058,TRUE
3019,2058,TRUE
3085,2058,TRUE
2060,2059,TRUE
2780,2059,TRUE
2059,2060,TRUE
2780,2060,TRUE
2088,2062,TRUE
3167,2063,TRUE
2093,2064,TRUE
2229,2064,TRUE
1014,2065,TRUE
1476,2065,TRUE
2180,2065,TRUE
1770,2067,TRUE
154,2068,TRUE
502,2068,TRUE
503,2068,TRUE
975,2068,TRUE
1016,2068,TRUE
1476,2068,TRUE
1477,2068,TRUE
1834,2068,TRUE
1996,2068,TRUE
2069,2068,TRUE
2411,2068,TRUE
2687,2068,TRUE
2948,2068,TRUE
3504,2068,TRUE
3508,2068,TRUE
3593,2068,TRUE
1476,2069,TRUE
1834,2069,TRUE
2068,2069,TRUE
2702,2069,TRUE
2713,2069,TRUE
3508,2069,TRUE
120,2070,TRUE
1422,2071,TRUE
1442,2072,TRUE
3074,2072,TRUE
3547,2072,TRUE
2770,2073,TRUE
2096,2074,TRUE
2037,2075,TRUE
2077,2076,TRUE
2158,2076,TRUE
2275,2076,TRUE
3216,2076,TRUE
2076,2077,TRUE
2158,2077,TRUE
3216,2077,TRUE
2085,2078,TRUE
2140,2079,TRUE
2972,2079,TRUE
3021,2079,TRUE
3075,2079,TRUE
3491,2079,TRUE
194,2080,TRUE
548,2080,TRUE
1972,2080,TRUE
1973,2080,TRUE
2384,2080,TRUE
1949,2081,TRUE
2093,2082,TRUE
2078,2085,TRUE
2086,2085,TRUE
2085,2086,TRUE
255,2087,TRUE
1336,2087,TRUE
1516,2087,TRUE
2024,2087,TRUE
2036,2087,TRUE
2671,2087,TRUE
2796,2087,TRUE
2062,2088,TRUE
2149,2091,TRUE
277,2092,TRUE
278,2092,TRUE
1701,2093,TRUE
1730,2093,TRUE
2064,2093,TRUE
2082,2093,TRUE
2094,2093,TRUE
2102,2093,TRUE
2239,2093,TRUE
2457,2093,TRUE
1701,2094,TRUE
2093,2094,TRUE
2260,2094,TRUE
2457,2094,TRUE
3041,2094,TRUE
1695,2096,TRUE
2049,2096,TRUE
2074,2096,TRUE
2097,2096,TRUE
2927,2096,TRUE
2096,2097,TRUE
1476,2098,TRUE
1477,2098,TRUE
1777,2098,TRUE
1778,2098,TRUE
1787,2098,TRUE
72,2099,TRUE
168,2100,TRUE
433,2100,TRUE
883,2100,TRUE
885,2100,TRUE
2202,2100,TRUE
2227,2100,TRUE
2286,2100,TRUE
2287,2100,TRUE
2289,2100,TRUE
2743,2101,TRUE
41,2102,TRUE
215,2102,TRUE
757,2102,TRUE
793,2102,TRUE
971,2102,TRUE
1275,2102,TRUE
1393,2102,TRUE
1397,2102,TRUE
1405,2102,TRUE
1924,2102,TRUE
2004,2102,TRUE
2093,2102,TRUE
2164,2102,TRUE
2165,2102,TRUE
2178,2102,TRUE
2239,2102,TRUE
2250,2102,TRUE
2256,2102,TRUE
2258,2102,TRUE
2259,2102,TRUE
2265,2102,TRUE
2317,2102,TRUE
2522,2102,TRUE
2561,2102,TRUE
2820,2102,TRUE
2935,2102,TRUE
3198,2102,TRUE
3544,2102,TRUE
4005,2103,TRUE
415,2104,TRUE
1450,2106,TRUE
3085,2106,TRUE
458,2107,TRUE
693,2109,TRUE
580,2110,TRUE
1934,2110,TRUE
423,2111,TRUE
3769,2114,TRUE
270,2115,TRUE
577,2115,TRUE
701,2115,TRUE
833,2115,TRUE
162,2116,TRUE
2838,2116,TRUE
1896,2117,TRUE
3403,2118,TRUE
15,2119,TRUE
1409,2119,TRUE
1834,2119,TRUE
2301,2119,TRUE
2376,2119,TRUE
194,2123,TRUE
793,2123,TRUE
1656,2123,TRUE
1972,2123,TRUE
2216,2123,TRUE
1395,2125,TRUE
1847,2125,TRUE
2730,2125,TRUE
1014,2126,TRUE
1401,2129,TRUE
1540,2129,TRUE
2301,2129,TRUE
2536,2130,TRUE
1459,2131,TRUE
1802,2133,TRUE
2304,2133,TRUE
1817,2134,TRUE
120,2135,TRUE
106,2136,TRUE
2276,2136,TRUE
2301,2136,TRUE
937,2138,TRUE
1964,2140,TRUE
2079,2140,TRUE
2524,2140,TRUE
2972,2140,TRUE
3021,2140,TRUE
2197,2141,TRUE
2219,2141,TRUE
2438,2141,TRUE
1803,2143,TRUE
1804,2143,TRUE
978,2144,TRUE
2606,2144,TRUE
230,2145,TRUE
1344,2145,TRUE
1859,2145,TRUE
1815,2146,TRUE
415,2147,TRUE
1737,2147,TRUE
2359,2147,TRUE
2438,2147,TRUE
2876,2147,TRUE
3688,2147,TRUE
978,2148,TRUE
2149,2148,TRUE
978,2149,TRUE
2022,2149,TRUE
2091,2149,TRUE
2148,2149,TRUE
2407,2149,TRUE
2925,2151,TRUE
1007,2152,TRUE
3070,2152,TRUE
3538,2152,TRUE
3539,2152,TRUE
376,2153,TRUE
1804,2155,TRUE
2156,2155,TRUE
1804,2156,TRUE
2155,2156,TRUE
1489,2158,TRUE
2030,2158,TRUE
2076,2158,TRUE
2077,2158,TRUE
2275,2158,TRUE
2436,2158,TRUE
2799,2158,TRUE
3220,2158,TRUE
153,2163,TRUE
669,2163,TRUE
3670,2163,TRUE
757,2164,TRUE
971,2164,TRUE
1277,2164,TRUE
1361,2164,TRUE
1377,2164,TRUE
1429,2164,TRUE
1450,2164,TRUE
1451,2164,TRUE
1802,2164,TRUE
1865,2164,TRUE
2102,2164,TRUE
2178,2164,TRUE
2327,2164,TRUE
3654,2164,TRUE
757,2165,TRUE
971,2165,TRUE
2102,2165,TRUE
1361,2167,TRUE
2730,2167,TRUE
2953,2167,TRUE
748,2168,TRUE
2301,2168,TRUE
2338,2168,TRUE
3889,2168,TRUE
3342,2169,TRUE
2171,2170,TRUE
2170,2171,TRUE
14,2172,TRUE
1159,2172,TRUE
788,2173,TRUE
3833,2173,TRUE
1919,2174,TRUE
1922,2174,TRUE
2660,2175,TRUE
3268,2176,TRUE
2001,2177,TRUE
3155,2177,TRUE
757,2178,TRUE
840,2178,TRUE
971,2178,TRUE
1014,2178,TRUE
1450,2178,TRUE
2102,2178,TRUE
2164,2178,TRUE
2820,2178,TRUE
2932,2178,TRUE
1110,2179,TRUE
896,2180,TRUE
1354,2180,TRUE
1543,2180,TRUE
1730,2180,TRUE
1987,2180,TRUE
2049,2180,TRUE
2065,2180,TRUE
2418,2180,TRUE
2419,2180,TRUE
2440,2180,TRUE
2450,2180,TRUE
2553,2180,TRUE
2836,2180,TRUE
2991,2180,TRUE
3125,2180,TRUE
3132,2180,TRUE
3223,2180,TRUE
3521,2180,TRUE
1844,2181,TRUE
1936,2181,TRUE
2004,2181,TRUE
2005,2181,TRUE
30,2184,TRUE
2812,2184,TRUE
1364,2185,TRUE
1552,2185,TRUE
1014,2186,TRUE
1353,2186,TRUE
2553,2186,TRUE
1730,2189,TRUE
2226,2189,TRUE
65,2190,TRUE
2191,2190,TRUE
2274,2190,TRUE
2354,2190,TRUE
65,2191,TRUE
2190,2191,TRUE
1157,2192,TRUE
1616,2192,TRUE
2000,2193,TRUE
2649,2195,TRUE
2983,2196,TRUE
2141,2197,TRUE
2219,2197,TRUE
2328,2200,TRUE
1151,2201,TRUE
2100,2202,TRUE
2396,2202,TRUE
61,2203,TRUE
528,2203,TRUE
1906,2203,TRUE
1910,2203,TRUE
148,2204,TRUE
528,2209,TRUE
772,2209,TRUE
2220,2209,TRUE
3292,2209,TRUE
93,2212,TRUE
748,2212,TRUE
2217,2212,TRUE
3784,2212,TRUE
1905,2213,TRUE
1489,2214,TRUE
1490,2214,TRUE
56,2215,TRUE
2123,2216,TRUE
748,2217,TRUE
2212,2217,TRUE
528,2218,TRUE
3665,2218,TRUE
3697,2218,TRUE
3698,2218,TRUE
2141,2219,TRUE
2197,2219,TRUE
528,2220,TRUE
772,2220,TRUE
2209,2220,TRUE
3292,2220,TRUE
528,2221,TRUE
1104,2221,TRUE
1126,2221,TRUE
1737,2221,TRUE
3830,2221,TRUE
2949,2222,TRUE
3310,2223,TRUE
2189,2226,TRUE
433,2227,TRUE
548,2227,TRUE
1542,2227,TRUE
2019,2227,TRUE
2100,2227,TRUE
2289,2227,TRUE
2851,2227,TRUE
3617,2227,TRUE
728,2229,TRUE
2064,2229,TRUE
1801,2230,TRUE
2456,2230,TRUE
1451,2231,TRUE
513,2232,TRUE
1240,2232,TRUE
1242,2232,TRUE
1399,2234,TRUE
1524,2234,TRUE
2024,2235,TRUE
2032,2235,TRUE
361,2236,TRUE
412,2236,TRUE
556,2236,TRUE
1198,2236,TRUE
1303,2236,TRUE
1360,2236,TRUE
1365,2236,TRUE
1429,2236,TRUE
1442,2236,TRUE
1524,2236,TRUE
1835,2236,TRUE
1844,2236,TRUE
1983,2236,TRUE
2239,2236,TRUE
2254,2236,TRUE
2258,2236,TRUE
2265,2236,TRUE
2275,2236,TRUE
2342,2236,TRUE
2580,2236,TRUE
3133,2236,TRUE
3653,2236,TRUE
3896,2236,TRUE
3913,2236,TRUE
157,2237,TRUE
228,2237,TRUE
1561,2237,TRUE
2671,2238,TRUE
793,2239,TRUE
1924,2239,TRUE
2093,2239,TRUE
2102,2239,TRUE
2236,2239,TRUE
2257,2239,TRUE
2249,2240,TRUE
2454,2240,TRUE
2914,2240,TRUE
3281,2240,TRUE
3287,2240,TRUE
1524,2241,TRUE
2246,2241,TRUE
2264,2241,TRUE
2266,2241,TRUE
2527,2241,TRUE
3224,2241,TRUE
3238,2241,TRUE
4019,2241,TRUE
2407,2243,TRUE
2941,2243,TRUE
793,2244,TRUE
3225,2244,TRUE
221,2245,TRUE
1873,2245,TRUE
2265,2245,TRUE
2997,2245,TRUE
1524,2246,TRUE
2241,2246,TRUE
2266,2246,TRUE
2276,2247,TRUE
2456,2247,TRUE
793,2248,TRUE
3912,2248,TRUE
124,2249,TRUE
142,2249,TRUE
1784,2249,TRUE
2240,2249,TRUE
579,2250,TRUE
793,2250,TRUE
1332,2250,TRUE
1393,2250,TRUE
1397,2250,TRUE
2102,2250,TRUE
2317,2250,TRUE
2408,2250,TRUE
2957,2250,TRUE
3235,2250,TRUE
2583,2253,TRUE
2680,2253,TRUE
1983,2254,TRUE
2236,2254,TRUE
3213,2254,TRUE
1924,2255,TRUE
2026,2255,TRUE
1850,2256,TRUE
2102,2256,TRUE
2258,2256,TRUE
2275,2256,TRUE
2681,2256,TRUE
111,2257,TRUE
793,2257,TRUE
2239,2257,TRUE
2496,2257,TRUE
2596,2257,TRUE
2102,2258,TRUE
2236,2258,TRUE
2256,2258,TRUE
2259,2258,TRUE
49,2259,TRUE
1275,2259,TRUE
1524,2259,TRUE
2102,2259,TRUE
2258,2259,TRUE
3160,2259,TRUE
2094,2260,TRUE
3094,2260,TRUE
2264,2263,TRUE
2756,2263,TRUE
2767,2263,TRUE
1524,2264,TRUE
2241,2264,TRUE
2263,2264,TRUE
2527,2264,TRUE
3238,2264,TRUE
4019,2264,TRUE
221,2265,TRUE
1933,2265,TRUE
2102,2265,TRUE
2236,2265,TRUE
2245,2265,TRUE
2241,2266,TRUE
2246,2266,TRUE
3240,2267,TRUE
877,2269,TRUE
3318,2269,TRUE
124,2271,TRUE
1681,2271,TRUE
1536,2272,TRUE
1742,2272,TRUE
2442,2272,TRUE
2445,2272,TRUE
65,2274,TRUE
2190,2274,TRUE
2323,2274,TRUE
2354,2274,TRUE
2003,2275,TRUE
2030,2275,TRUE
2076,2275,TRUE
2158,2275,TRUE
2236,2275,TRUE
2256,2275,TRUE
2436,2275,TRUE
2722,2275,TRUE
2955,2275,TRUE
1288,2276,TRUE
1329,2276,TRUE
1342,2276,TRUE
1373,2276,TRUE
1480,2276,TRUE
2136,2276,TRUE
2247,2276,TRUE
2456,2276,TRUE
2630,2276,TRUE
2278,2277,TRUE
2277,2278,TRUE
2694,2279,TRUE
41,2281,TRUE
1476,2281,TRUE
168,2286,TRUE
2100,2286,TRUE
2287,2286,TRUE
2289,2286,TRUE
2435,2286,TRUE
2436,2286,TRUE
194,2287,TRUE
218,2287,TRUE
1364,2287,TRUE
1401,2287,TRUE
1859,2287,TRUE
2004,2287,TRUE
2005,2287,TRUE
2100,2287,TRUE
2286,2287,TRUE
2289,2287,TRUE
2435,2287,TRUE
2436,2287,TRUE
2669,2287,TRUE
2925,2287,TRUE
3123,2287,TRUE
251,2288,TRUE
1807,2288,TRUE
433,2289,TRUE
548,2289,TRUE
2100,2289,TRUE
2227,2289,TRUE
2286,2289,TRUE
2287,2289,TRUE
2851,2289,TRUE
3617,2289,TRUE
2567,2290,TRUE
591,2292,TRUE
1244,2294,TRUE
1536,2294,TRUE
2437,2294,TRUE
488,2295,TRUE
1460,2295,TRUE
2448,2295,TRUE
1817,2296,TRUE
1984,2296,TRUE
2297,2296,TRUE
2415,2296,TRUE
2421,2296,TRUE
1698,2297,TRUE
1817,2297,TRUE
2296,2297,TRUE
3465,2297,TRUE
3805,2297,TRUE
3809,2297,TRUE
415,2299,TRUE
528,2299,TRUE
1182,2299,TRUE
1199,2299,TRUE
1385,2299,TRUE
1536,2299,TRUE
1630,2299,TRUE
1633,2299,TRUE
2357,2299,TRUE
2482,2299,TRUE
2498,2299,TRUE
2499,2299,TRUE
2503,2299,TRUE
2657,2299,TRUE
3747,2299,TRUE
244,2300,TRUE
880,2300,TRUE
1361,2300,TRUE
1452,2300,TRUE
2496,2300,TRUE
3127,2300,TRUE
3133,2300,TRUE
78,2301,TRUE
194,2301,TRUE
236,2301,TRUE
643,2301,TRUE
706,2301,TRUE
716,2301,TRUE
779,2301,TRUE
1014,2301,TRUE
1023,2301,TRUE
1370,2301,TRUE
1375,2301,TRUE
1400,2301,TRUE
1402,2301,TRUE
1403,2301,TRUE
1409,2301,TRUE
1483,2301,TRUE
1860,2301,TRUE
1886,2301,TRUE
1981,2301,TRUE
2049,2301,TRUE
2119,2301,TRUE
2129,2301,TRUE
2136,2301,TRUE
2168,2301,TRUE
2388,2301,TRUE
2411,2301,TRUE
2489,2301,TRUE
2561,2301,TRUE
2603,2301,TRUE
2632,2301,TRUE
2650,2301,TRUE
2726,2301,TRUE
2925,2301,TRUE
3021,2301,TRUE
3132,2301,TRUE
3145,2301,TRUE
3182,2301,TRUE
3305,2301,TRUE
3566,2301,TRUE
3607,2301,TRUE
3647,2301,TRUE
4009,2301,TRUE
2303,2302,TRUE
1210,2303,TRUE
2302,2303,TRUE
1960,2304,TRUE
2133,2304,TRUE
2872,2305,TRUE
1499,2306,TRUE
2350,2306,TRUE
1977,2308,TRUE
212,2309,TRUE
1855,2309,TRUE
978,2310,TRUE
1809,2310,TRUE
2369,2310,TRUE
147,2311,TRUE
1359,2311,TRUE
1885,2311,TRUE
2923,2311,TRUE
156,2314,TRUE
161,2314,TRUE
856,2314,TRUE
1164,2314,TRUE
1290,2314,TRUE
1363,2314,TRUE
1480,2314,TRUE
2411,2314,TRUE
2587,2314,TRUE
2630,2314,TRUE
2684,2314,TRUE
1530,2315,TRUE
2393,2315,TRUE
29,2317,TRUE
1016,2317,TRUE
1298,2317,TRUE
1393,2317,TRUE
1397,2317,TRUE
1433,2317,TRUE
2102,2317,TRUE
2250,2317,TRUE
2402,2317,TRUE
145,2318,TRUE
3027,2318,TRUE
2320,2319,TRUE
2321,2319,TRUE
2569,2319,TRUE
2776,2319,TRUE
2319,2320,TRUE
2321,2320,TRUE
2569,2320,TRUE
2776,2320,TRUE
2319,2321,TRUE
2320,2321,TRUE
2569,2321,TRUE
361,2322,TRUE
551,2322,TRUE
65,2323,TRUE
2274,2323,TRUE
154,2324,TRUE
1043,2324,TRUE
1145,2324,TRUE
1363,2324,TRUE
1438,2324,TRUE
1884,2324,TRUE
1998,2324,TRUE
2496,2324,TRUE
2596,2324,TRUE
2669,2324,TRUE
2676,2324,TRUE
2680,2324,TRUE
2692,2324,TRUE
2729,2324,TRUE
465,2326,TRUE
960,2326,TRUE
1124,2326,TRUE
1361,2327,TRUE
1377,2327,TRUE
2164,2327,TRUE
777,2328,TRUE
1804,2328,TRUE
2200,2328,TRUE
2356,2328,TRUE
2430,2328,TRUE
1364,2330,TRUE
684,2331,TRUE
2332,2331,TRUE
3092,2331,TRUE
3487,2331,TRUE
3669,2331,TRUE
2331,2332,TRUE
2337,2332,TRUE
3708,2332,TRUE
415,2334,TRUE
1817,2336,TRUE
1739,2337,TRUE
2332,2337,TRUE
2513,2337,TRUE
3705,2337,TRUE
3708,2337,TRUE
148,2338,TRUE
483,2338,TRUE
1537,2338,TRUE
2168,2338,TRUE
3459,2338,TRUE
1230,2339,TRUE
1364,2340,TRUE
93,2342,TRUE
805,2342,TRUE
906,2342,TRUE
1014,2342,TRUE
1801,2342,TRUE
2236,2342,TRUE
2952,2342,TRUE
2344,2343,TRUE
2343,2344,TRUE
1411,2345,TRUE
1440,2345,TRUE
2347,2346,TRUE
3259,2346,TRUE
3276,2346,TRUE
2346,2347,TRUE
1499,2350,TRUE
2306,2350,TRUE
978,2352,TRUE
2353,2352,TRUE
978,2353,TRUE
2352,2353,TRUE
3,2354,TRUE
65,2354,TRUE
415,2354,TRUE
468,2354,TRUE
1184,2354,TRUE
2190,2354,TRUE
2274,2354,TRUE
2387,2354,TRUE
2875,2354,TRUE
3418,2354,TRUE
3627,2354,TRUE
415,2355,TRUE
1861,2355,TRUE
777,2356,TRUE
1210,2356,TRUE
1267,2356,TRUE
2328,2356,TRUE
2587,2356,TRUE
1199,2357,TRUE
2299,2357,TRUE
2887,2357,TRUE
1233,2358,TRUE
415,2359,TRUE
2147,2359,TRUE
2876,2359,TRUE
3688,2359,TRUE
1384,2361,TRUE
3039,2364,TRUE
3095,2364,TRUE
1364,2366,TRUE
978,2368,TRUE
2407,2368,TRUE
144,2369,TRUE
978,2369,TRUE
1363,2369,TRUE
2310,2369,TRUE
2606,2369,TRUE
1122,2372,TRUE
2882,2372,TRUE
325,2373,TRUE
1363,2373,TRUE
1438,2373,TRUE
43,2376,TRUE
1834,2376,TRUE
2119,2376,TRUE
3594,2376,TRUE
146,2377,TRUE
1438,2377,TRUE
2699,2377,TRUE
1361,2379,TRUE
3134,2379,TRUE
1435,2382,TRUE
3206,2383,TRUE
1972,2384,TRUE
2080,2384,TRUE
3231,2384,TRUE
3232,2384,TRUE
2354,2387,TRUE
2301,2388,TRUE
1397,2389,TRUE
1457,2389,TRUE
1833,2389,TRUE
3494,2390,TRUE
2396,2391,TRUE
241,2393,TRUE
1530,2393,TRUE
2315,2393,TRUE
158,2394,TRUE
1505,2396,TRUE
1744,2396,TRUE
2202,2396,TRUE
2391,2396,TRUE
2442,2396,TRUE
2443,2396,TRUE
158,2400,TRUE
1901,2400,TRUE
1478,2401,TRUE
1641,2401,TRUE
2022,2401,TRUE
3354,2401,TRUE
29,2402,TRUE
1298,2402,TRUE
1433,2402,TRUE
2317,2402,TRUE
3819,2405,TRUE
3848,2405,TRUE
85,2407,TRUE
978,2407,TRUE
2022,2407,TRUE
2149,2407,TRUE
2243,2407,TRUE
2368,2407,TRUE
2941,2407,TRUE
48,2408,TRUE
1879,2408,TRUE
2026,2408,TRUE
2250,2408,TRUE
2733,2408,TRUE
2957,2408,TRUE
3235,2408,TRUE
1478,2409,TRUE
2466,2409,TRUE
108,2410,TRUE
111,2411,TRUE
156,2411,TRUE
236,2411,TRUE
706,2411,TRUE
856,2411,TRUE
1480,2411,TRUE
2049,2411,TRUE
2068,2411,TRUE
2301,2411,TRUE
2314,2411,TRUE
2450,2411,TRUE
2687,2411,TRUE
2699,2411,TRUE
2707,2411,TRUE
2711,2411,TRUE
2801,2411,TRUE
2940,2411,TRUE
3141,2411,TRUE
1804,2413,TRUE
683,2414,TRUE
1213,2414,TRUE
2508,2414,TRUE
1817,2415,TRUE
2296,2415,TRUE
2421,2415,TRUE
1359,2416,TRUE
2604,2416,TRUE
3173,2416,TRUE
3689,2417,TRUE
1354,2418,TRUE
1826,2418,TRUE
1882,2418,TRUE
2180,2418,TRUE
2419,2418,TRUE
2553,2418,TRUE
2611,2418,TRUE
2836,2418,TRUE
3182,2418,TRUE
1303,2419,TRUE
2014,2419,TRUE
2180,2419,TRUE
2418,2419,TRUE
2450,2419,TRUE
2792,2419,TRUE
2924,2419,TRUE
3182,2419,TRUE
1817,2421,TRUE
2296,2421,TRUE
2415,2421,TRUE
1397,2422,TRUE
1621,2422,TRUE
2940,2422,TRUE
1413,2423,TRUE
2425,2424,TRUE
1244,2425,TRUE
1469,2425,TRUE
1737,2425,TRUE
2424,2425,TRUE
2439,2425,TRUE
2877,2425,TRUE
3854,2425,TRUE
3451,2427,TRUE
3557,2427,TRUE
1304,2428,TRUE
154,2429,TRUE
1364,2429,TRUE
1784,2429,TRUE
1637,2430,TRUE
2328,2430,TRUE
1833,2431,TRUE
1832,2433,TRUE
2022,2433,TRUE
2698,2433,TRUE
1210,2434,TRUE
1097,2435,TRUE
2286,2435,TRUE
2287,2435,TRUE
2436,2435,TRUE
2750,2435,TRUE
2952,2435,TRUE
218,2436,TRUE
1814,2436,TRUE
2004,2436,TRUE
2005,2436,TRUE
2006,2436,TRUE
2021,2436,TRUE
2030,2436,TRUE
2158,2436,TRUE
2275,2436,TRUE
2286,2436,TRUE
2287,2436,TRUE
2435,2436,TRUE
2669,2436,TRUE
2722,2436,TRUE
3085,2436,TRUE
1244,2437,TRUE
1536,2437,TRUE
2294,2437,TRUE
2887,2437,TRUE
415,2438,TRUE
643,2438,TRUE
1671,2438,TRUE
2141,2438,TRUE
2147,2438,TRUE
1464,2439,TRUE
1469,2439,TRUE
2425,2439,TRUE
3854,2439,TRUE
2180,2440,TRUE
3125,2440,TRUE
1564,2442,TRUE
2272,2442,TRUE
2396,2442,TRUE
2443,2442,TRUE
1215,2443,TRUE
2396,2443,TRUE
2442,2443,TRUE
3778,2443,TRUE
3779,2443,TRUE
1536,2445,TRUE
1742,2445,TRUE
2272,2445,TRUE
3847,2445,TRUE
488,2448,TRUE
2295,2448,TRUE
2449,2448,TRUE
2448,2449,TRUE
156,2450,TRUE
2014,2450,TRUE
2049,2450,TRUE
2180,2450,TRUE
2411,2450,TRUE
2419,2450,TRUE
2924,2450,TRUE
551,2453,TRUE
2014,2453,TRUE
236,2454,TRUE
1873,2454,TRUE
2240,2454,TRUE
2455,2454,TRUE
2801,2454,TRUE
3182,2454,TRUE
230,2455,TRUE
1483,2455,TRUE
1510,2455,TRUE
1976,2455,TRUE
2454,2455,TRUE
1480,2456,TRUE
2008,2456,TRUE
2230,2456,TRUE
2247,2456,TRUE
2276,2456,TRUE
1701,2457,TRUE
2093,2457,TRUE
2094,2457,TRUE
581,2458,TRUE
113,2459,TRUE
198,2460,TRUE
1122,2460,TRUE
1509,2460,TRUE
3886,2460,TRUE
139,2461,TRUE
1210,2461,TRUE
415,2462,TRUE
1291,2462,TRUE
2569,2462,TRUE
1219,2465,TRUE
2409,2466,TRUE
1488,2469,TRUE
2470,2469,TRUE
1488,2470,TRUE
2469,2470,TRUE
415,2471,TRUE
1395,2473,TRUE
1417,2473,TRUE
2709,2473,TRUE
323,2474,TRUE
775,2474,TRUE
2475,2474,TRUE
3190,2474,TRUE
2474,2475,TRUE
1016,2477,TRUE
1661,2477,TRUE
1823,2477,TRUE
769,2480,TRUE
1063,2481,TRUE
1064,2481,TRUE
1385,2482,TRUE
2299,2482,TRUE
2657,2482,TRUE
3747,2482,TRUE
2968,2484,TRUE
1180,2486,TRUE
2800,2488,TRUE
2301,2489,TRUE
2650,2489,TRUE
1950,2490,TRUE
890,2494,TRUE
437,2496,TRUE
1043,2496,TRUE
1884,2496,TRUE
2257,2496,TRUE
2300,2496,TRUE
2324,2496,TRUE
2596,2496,TRUE
2676,2496,TRUE
2680,2496,TRUE
2729,2496,TRUE
3127,2496,TRUE
3909,2496,TRUE
2299,2498,TRUE
1199,2499,TRUE
2299,2499,TRUE
2500,2499,TRUE
2499,2500,TRUE
2501,2500,TRUE
3742,2500,TRUE
2500,2501,TRUE
2511,2502,TRUE
3493,2502,TRUE
2299,2503,TRUE
1750,2504,TRUE
2508,2507,TRUE
683,2508,TRUE
1213,2508,TRUE
2414,2508,TRUE
2507,2508,TRUE
3793,2508,TRUE
3796,2508,TRUE
1182,2510,TRUE
1183,2510,TRUE
1199,2510,TRUE
2502,2511,TRUE
2697,2511,TRUE
3493,2511,TRUE
3464,2512,TRUE
2337,2513,TRUE
2715,2513,TRUE
2977,2513,TRUE
3798,2513,TRUE
3799,2513,TRUE
2516,2515,TRUE
3660,2515,TRUE
3858,2515,TRUE
3859,2515,TRUE
2515,2516,TRUE
3660,2516,TRUE
3858,2516,TRUE
3859,2516,TRUE
2518,2517,TRUE
2517,2518,TRUE
194,2522,TRUE
1405,2522,TRUE
2004,2522,TRUE
2102,2522,TRUE
3151,2522,TRUE
1711,2523,TRUE
1964,2524,TRUE
2140,2524,TRUE
3059,2526,TRUE
1149,2527,TRUE
1524,2527,TRUE
2241,2527,TRUE
2264,2527,TRUE
2820,2527,TRUE
3238,2527,TRUE
